;publico;renda;ano_cinematografico;tempo_exibicao2;internacional_nacional_Nacional;genero_Animação;genero_Documentário;genero_Ficção;genero_Não Classificada;genero_Vídeomusical;distribuidoras2_major;distribuidoras2_media;distribuidoras2_menores;log_renda
2958;2185;30759.52;2017;54;0;1;0;0;0;0;0;0;1;10.333954818816421
2959;2182;20437.89;2014;77;1;0;0;1;0;0;0;0;1;9.925145810026347
2960;2180;23575.07;2017;18;1;0;0;1;0;0;0;0;1;10.067945076744333
2961;2177;23390.93;2009;102;1;0;0;1;0;0;0;0;1;10.060103619369238
2962;2172;26270.85;2016;72;0;0;1;0;0;0;0;0;1;10.176215238456093
2963;2154;32296.35;2017;18;0;0;0;1;0;0;0;0;1;10.382709499729442
2964;2152;32770.329999999994;2016;30;1;0;1;0;0;0;0;0;1;10.397278811828302
2965;2143;11435.46;2009;78;0;0;0;1;0;0;0;0;1;9.344474333019885
2966;2142;13477.0;2012;24;0;0;1;0;0;0;0;0;1;9.508739807769159
2967;2134;33274.51;2016;36;0;0;0;1;0;0;0;0;1;10.41254691738479
2968;2130;18922.5;2015;6;0;0;0;1;0;0;0;0;1;9.848106969183322
2969;2127;16692.0;2015;12;0;1;0;0;0;0;1;0;0;9.722684841711443
2970;2120;28318.96;2014;12;0;0;0;1;0;0;0;0;1;10.251286823969503
2971;2115;10253.0;2010;48;1;0;1;0;0;0;0;0;1;9.235325624670091
2972;2112;24601.55;2013;54;1;0;1;0;0;0;0;0;1;10.110564728065606
2973;2111;18875.0;2014;6;0;0;0;1;0;0;0;0;1;9.845593574117226
2974;2107;8954.0;2009;66;1;0;0;1;0;0;1;0;0;9.09985563880091
2975;2107;9556.5;2009;66;1;0;0;1;0;0;0;0;1;9.164976830224653
2976;2096;30777.17;2016;66;1;0;0;1;0;0;0;0;1;10.334528460345856
2977;2089;25074.16;2017;54;0;0;0;1;0;0;0;0;1;10.12959311276752
2978;2089;19867.59;2017;96;0;0;0;1;0;0;0;0;1;9.8968450398154
2979;2088;15561.0;2013;78;0;0;0;1;0;0;0;0;1;9.65252306301951
2980;2080;11110.5;2009;42;0;0;0;1;0;0;0;1;0;9.315645886121454
2981;2079;25215.7;2014;53;1;0;0;1;0;0;0;0;1;10.135222095378712
2982;2079;52980.0;2016;12;0;0;1;0;0;0;0;0;1;10.877669762826061
2983;2072;16757.42;2012;96;1;0;0;1;0;0;0;0;1;9.726596424238918
2984;2070;16135.79;2011;48;0;0;0;1;0;0;0;0;1;9.688795065171572
2985;2068;17365.1;2014;114;1;0;0;1;0;0;0;0;1;9.762217723871641
2986;2059;25473.41;2017;54;0;0;0;1;0;0;0;0;1;10.145390442011582
2987;2056;21631.5;2010;60;0;0;0;1;0;0;0;0;1;9.981905864670235
2988;2055;27096.74;2017;48;0;0;0;1;0;0;0;0;1;10.207168704428792
2989;2049;14987.6;2017;24;1;0;0;1;0;0;0;0;1;9.614978471540367
2990;2045;11098.75;2009;96;1;0;1;0;0;0;0;0;1;9.314587768346536
2991;2039;18756.5;2014;6;0;0;0;1;0;0;0;0;1;9.839295637990219
2992;2037;18359.5;2009;30;0;0;0;1;0;0;0;1;0;9.817902430688186
2993;2031;14593.37;2017;66;1;0;0;1;0;0;0;0;1;9.588322594968401
2994;2029;15989.85;2017;108;0;0;0;1;0;0;0;0;1;9.67970942492096
2995;2026;16673.0;2010;90;0;0;0;1;0;0;1;0;0;9.721545923560459
2996;2007;21494.96;2017;42;0;0;1;0;0;0;0;0;1;9.975573768030767
2997;2005;17950.98;2015;126;1;0;0;1;0;0;0;0;1;9.795399988526391
2998;2002;15193.39;2009;54;0;1;0;0;0;0;0;1;0;9.628615743830622
2999;1999;19550.5;2015;72;1;0;1;0;0;0;0;0;1;9.880756140534036
3000;1992;12949.4;2017;48;0;0;0;1;0;0;0;0;1;9.468804734007989
3001;1986;26558.84;2015;54;0;0;0;1;0;0;0;0;1;10.187117927937807
3002;1980;17631.68;2011;36;1;0;0;1;0;0;0;0;1;9.777452562967623
3003;1977;22172.45;2014;42;1;0;0;1;0;0;0;0;1;10.0066058062024
3004;1975;22513.88;2013;42;1;0;0;1;0;0;0;0;1;10.021887286883667
3005;1974;12888.49;2009;108;0;0;0;1;0;0;0;0;1;9.464089943997513
3006;1971;29109.04;2013;24;1;0;0;1;0;0;0;0;1;10.278804057837919
3007;1963;22054.66;2011;42;0;0;1;0;0;0;0;0;1;10.001279196414771
3008;1959;16904.19;2016;66;1;0;0;1;0;0;0;0;1;9.735316799175934
3009;1956;18843.0;2016;12;0;1;0;0;0;0;1;0;0;9.843896771122491
3010;1954;23211.76;2016;66;0;0;0;1;0;0;0;0;1;10.052414325777466
3011;1951;25179.33;2017;48;0;0;0;1;0;0;0;0;1;10.133778698824948
3012;1947;30307.48;2015;42;0;0;0;1;0;0;0;0;1;10.319149825717856
3013;1944;16215.0;2015;18;0;1;0;0;0;0;0;1;0;9.693692018741418
3014;1938;16203.8;2011;48;0;0;0;1;0;0;0;0;1;9.693001061614961
3015;1933;15014.38;2015;72;1;0;0;1;0;0;0;0;1;9.6167636875236
3016;1926;23045.12;2016;84;0;0;0;1;0;0;0;0;1;10.04520931234435
3017;1916;20998.5;2015;36;0;0;0;1;0;0;0;0;1;9.952206285582989
3018;1912;15350.15;2017;126;1;0;1;0;0;0;0;0;1;9.638880524954569
3019;1912;21342.54;2016;36;0;0;0;1;0;0;0;0;1;9.968457543077387
3020;1902;12945.0;2009;90;0;0;0;1;0;0;0;1;0;9.468464892185638
3021;1902;16712.1;2013;90;0;0;0;1;0;0;0;0;1;9.723888286942769
3022;1900;23661.65;2017;78;1;0;0;1;0;0;0;0;1;10.071610873055153
3023;1897;16878.4;2011;60;1;0;1;0;0;0;0;0;1;9.733789976927545
3024;1886;16095.16;2012;72;1;0;1;0;0;0;0;0;1;9.686273884658956
3025;1873;47661.0;2014;6;0;0;0;0;0;1;0;0;1;10.771868732388134
3026;1856;14074.5;2012;72;1;0;0;1;0;0;0;0;1;9.552119928398215
3027;1846;17331.77;2016;54;0;0;0;1;0;0;0;0;1;9.760296512520192
3028;1844;17811.0;2016;12;0;0;0;1;0;0;0;0;1;9.787571522938785
3029;1839;11399.5;2009;90;0;0;0;1;0;0;0;0;1;9.341324773771602
3030;1827;11688.05;2014;126;1;0;1;0;0;0;0;0;1;9.36632223131324
3031;1818;18554.5;2013;54;0;0;0;1;0;0;0;0;1;9.828467626217044
3032;1809;21657.66;2016;60;1;0;1;0;0;0;0;0;1;9.983114481477973
3033;1805;12227.75;2010;30;1;0;0;1;0;0;0;0;1;9.411463237921124
3034;1797;14541.5;2014;54;0;0;0;1;0;0;0;0;1;9.584761909452885
3035;1792;17155.0;2015;6;0;0;0;1;0;0;0;0;1;9.75004495529255
3036;1786;23707.19;2017;24;0;0;0;1;0;0;0;0;1;10.0735336566416
3037;1783;15769.5;2014;6;0;0;0;1;0;0;0;0;1;9.665832973683996
3038;1775;18234.1;2016;30;0;0;0;1;0;0;0;0;1;9.811048746389982
3039;1774;11383.44;2017;60;1;0;1;0;0;0;0;0;1;9.339914946711522
3040;1769;17254.5;2014;78;0;0;0;1;0;0;0;0;1;9.755828258004176
3041;1753;28919.59;2017;24;0;0;1;0;0;0;0;0;1;10.272274499132095
3042;1735;22483.94;2017;42;0;0;0;1;0;0;0;0;1;10.020556555554093
3043;1734;10271.0;2009;78;0;0;0;1;0;0;1;0;0;9.237079669165805
3044;1718;14936.0;2009;24;1;0;1;0;0;0;1;0;0;9.611529685221559
3045;1715;15041.0;2015;6;0;0;0;1;0;0;0;0;1;9.618535084655214
3046;1712;14280.0;2015;12;0;1;0;0;0;0;1;0;0;9.566615235893575
3047;1712;28692.01;2017;12;0;0;0;1;0;0;0;0;1;10.264373965775471
3048;1711;9627.5;2009;114;0;0;0;1;0;0;0;0;1;9.172378865689064
3049;1711;20728.5;2016;138;1;0;0;1;0;0;0;0;1;9.93926484391165
3050;1711;21652.21;2015;78;0;0;0;1;0;0;0;0;1;9.982862806742919
3051;1708;10722.5;2010;126;1;0;0;1;0;0;0;0;1;9.280099616391036
3052;1708;22312.56;2017;36;1;0;1;0;0;0;0;0;1;10.012905027594009
3053;1703;21221.91;2016;72;1;0;0;1;0;0;0;0;1;9.962789417542439
3054;1699;22981.07;2014;18;1;0;1;0;0;0;0;1;0;10.042426112546783
3055;1699;18039.76;2013;24;1;0;0;1;0;0;0;0;1;9.800333489758717
3056;1696;8346.0;2009;72;0;0;0;1;0;0;0;0;1;9.029537661151497
3057;1695;26153.93;2016;30;1;0;0;1;0;0;0;1;0;10.171754745008021
3058;1688;25787.86;2017;42;0;0;0;1;0;0;0;0;1;10.157659117534124
3059;1687;14147.5;2012;30;0;0;0;1;0;0;0;0;1;9.55729320901668
3060;1686;14159.5;2011;24;1;0;0;1;0;0;0;0;1;9.55814105588981
3061;1681;21400.33;2014;30;1;0;1;0;0;0;0;0;1;9.971161621451795
3062;1676;21519.41;2013;66;1;0;1;0;0;0;0;0;1;9.976710597543008
3063;1676;21160.31;2014;42;1;0;1;0;0;0;0;1;0;9.959882536148475
3064;1674;12534.3;2015;42;1;0;1;0;0;0;0;0;1;9.436224165395265
3065;1671;5013.0;2009;30;1;0;0;1;0;0;1;0;0;8.519789817263504
3066;1668;18130.71;2017;60;1;0;0;1;0;0;0;0;1;9.80536246459269
3067;1665;19105.81;2017;36;1;0;0;1;0;0;0;0;1;9.85774775626046
3068;1661;14122.0;2010;24;1;0;0;1;0;0;0;0;1;9.555489144076292
3069;1659;11586.5;2009;36;0;0;0;1;0;0;0;0;1;9.357595906257936
3070;1649;9682.58;2017;36;1;0;1;0;0;0;0;0;1;9.178083673683718
3071;1646;17320.649999999998;2013;42;1;0;1;0;0;0;0;0;1;9.759654710280596
3072;1645;35167.27;2015;30;1;0;1;0;0;0;0;0;1;10.467871099481084
3073;1643;8803.47;2011;144;0;0;0;1;0;0;0;0;1;9.082901240925132
3074;1641;23196.64;2016;36;1;0;0;1;0;0;0;0;1;10.051762719579667
3075;1640;11253.9;2014;48;1;0;0;1;0;0;0;0;1;9.328470014224228
3076;1640;23299.59;2017;36;0;0;0;1;0;0;0;0;1;10.056191042832447
3077;1638;19889.08;2017;24;1;0;1;0;0;0;0;0;1;9.897926116379054
3078;1626;15423.68;2017;126;1;0;1;0;0;0;0;0;1;9.64365926974714
3079;1622;17973.12;2014;89;1;0;1;0;0;0;0;0;1;9.796632587411434
3080;1621;23140.46;2017;54;1;0;0;1;0;0;0;0;1;10.04933787954749
3081;1617;16997.89;2011;60;0;0;0;1;0;0;0;0;1;9.740844497688062
3082;1615;24774.16;2016;54;0;0;0;1;0;0;0;0;1;10.117556453477079
3083;1613;7200.5;2009;102;1;0;1;0;0;0;0;0;1;8.881905747037438
3084;1611;12323.13;2017;102;1;0;0;1;0;0;0;0;1;9.419233263261688
3085;1609;14196.49;2011;60;0;0;0;1;0;0;0;0;1;9.560750029935983
3086;1605;8423.0;2009;54;0;0;0;1;0;0;0;0;1;9.038721338315364
3087;1601;17491.5;2016;48;1;0;0;1;0;0;0;0;1;9.769470327628497
3088;1601;18044.24;2016;54;1;0;0;1;0;0;0;0;1;9.80058179926005
3089;1596;16827.46;2015;66;0;0;0;1;0;0;0;0;1;9.730767354820685
3090;1593;15288.0;2015;96;1;0;0;1;0;0;0;0;1;9.634823485920109
3091;1591;14828.67;2013;30;1;0;0;1;0;0;0;1;0;9.604317748035362
3092;1588;14321.8;2010;72;1;0;1;0;0;0;0;0;1;9.569538130939286
3093;1577;20377.44;2014;48;1;0;1;0;0;0;0;0;1;9.922183685540281
3094;1576;21382.01;2017;78;0;0;1;0;0;0;0;0;1;9.970305193256433
3095;1571;14053.0;2009;30;0;0;1;0;0;0;0;0;1;9.550591175100745
3096;1570;18524.9;2014;42;1;0;1;0;0;0;0;0;1;9.826871052039056
3097;1556;16442.33;2017;114;1;0;1;0;0;0;0;0;1;9.707614386061696
3098;1531;22784.48;2016;18;0;0;0;1;0;0;0;0;1;10.033834881405518
3099;1523;20711.56;2015;12;0;0;0;1;0;0;0;1;0;9.938447277482277
3100;1508;12865.47;2009;54;0;0;0;1;0;0;0;0;1;9.462302257278216
3101;1506;12645.57;2017;30;1;0;0;1;0;0;0;0;1;9.4450622351937
3102;1505;17987.79;2014;35;1;0;0;1;0;0;0;0;1;9.797448473372818
3103;1504;41391.0;2017;6;0;0;0;0;0;1;0;0;1;10.630818744876143
3104;1496;15267.0;2017;18;1;0;0;1;0;0;0;1;0;9.633448915256942
3105;1492;22375.56;2016;48;0;0;0;1;0;0;0;0;1;10.015724570762824
3106;1488;6065.0;2010;54;1;0;0;1;0;0;0;0;1;8.71028982137815
3107;1482;33215.8;2016;6;0;0;0;0;0;1;0;0;1;10.410780945312828
3108;1476;13224.5;2015;6;0;0;0;1;0;0;0;0;1;9.489826448828426
3109;1472;12119.59;2015;36;1;0;1;0;0;0;0;0;1;9.402578430668274
3110;1471;18569.03;2017;66;1;0;0;1;0;0;0;0;1;9.829250418195176
3111;1468;11081.55;2017;18;0;0;0;1;0;0;0;0;1;9.313036842214094
3112;1463;14793.04;2012;60;0;0;0;1;0;0;0;1;0;9.601912078870193
3113;1461;13035.68;2015;30;1;0;0;1;0;0;0;0;1;9.47544549224898
3114;1459;13187.85;2013;30;0;0;0;1;0;0;0;0;1;9.487051230150595
3115;1457;12180.0;2015;36;0;0;0;1;0;0;0;0;1;9.407550541263888
3116;1438;18085.44;2017;114;1;0;0;1;0;0;0;0;1;9.802862473645119
3117;1437;16505.0;2010;12;1;0;1;0;0;0;1;0;0;9.711418644287294
3118;1431;6025.7;2013;36;1;0;1;0;0;0;0;0;1;8.703788934182798
3119;1431;9748.31;2017;36;1;0;1;0;0;0;0;0;1;9.184849215634602
3120;1430;15108.0;2016;6;0;0;0;1;0;0;0;0;1;9.622979683832348
3121;1429;21190.03;2013;24;0;0;0;1;0;0;0;0;1;9.961286067023494
3122;1428;7481.78;2009;48;0;0;0;1;0;0;0;1;0;8.920226010573089
3123;1421;18896.65;2016;24;1;0;0;1;0;0;0;0;1;9.846739936660082
3124;1421;11242.0;2011;42;0;0;1;0;0;0;0;0;1;9.32741204356202
3125;1420;14269.78;2017;54;1;0;1;0;0;0;0;0;1;9.565899293393386
3126;1417;22777.63;2017;24;0;0;1;0;0;0;0;0;1;10.033534192958403
3127;1415;15926.5;2017;54;0;0;1;0;0;0;0;0;1;9.675739667527385
3128;1412;20547.59;2016;72;0;0;0;1;0;0;0;0;1;9.930498938107965
3129;1403;12646.0;2009;24;1;0;1;0;0;0;0;0;1;9.445096238618559
3130;1401;17391.89;2015;54;1;0;0;1;0;0;0;0;1;9.763759284593979
3131;1396;12308.0;2011;18;0;0;1;0;0;0;0;1;0;9.418004736441933
3132;1390;17411.55;2014;48;1;0;1;0;0;0;0;0;1;9.764889058092871
3133;1389;8146.74;2012;114;1;0;0;1;0;0;0;0;1;9.005373126213568
3134;1388;11362.55;2012;42;1;0;1;0;0;0;0;0;1;9.338078138916096
3135;1387;15015.0;2012;54;1;0;1;0;0;0;0;0;1;9.616804980417431
3136;1385;13839.5;2012;42;0;0;0;1;0;0;0;0;1;9.535282101351429
3137;1383;18557.74;2017;48;0;0;1;0;0;0;0;0;1;9.82864223168458
3138;1379;10549.1;2014;6;0;0;0;1;0;0;0;0;1;9.263795827208401
3139;1378;14767.73;2015;60;0;0;0;1;0;0;0;0;1;9.600199673801937
3140;1372;17486.66;2014;54;1;0;1;0;0;0;0;1;0;9.76919358350983
3141;1362;17377.15;2017;42;1;0;0;1;0;0;0;0;1;9.7629114037849
3142;1361;20419.88;2017;30;0;0;0;1;0;0;0;0;1;9.924264215109812
3143;1357;19172.65;2016;24;1;0;1;0;0;0;0;0;1;9.861240063314238
3144;1355;12518.21;2012;48;0;0;0;1;0;0;0;0;1;9.43493966318672
3145;1355;14162.07;2015;72;1;0;0;1;0;0;0;0;1;9.558322543004191
3146;1350;6431.57;2016;24;1;0;1;0;0;0;0;0;1;8.768973955390194
3147;1349;3942.0;2011;18;1;0;0;1;0;0;0;1;0;8.279443487712665
3148;1348;11701.32;2010;18;0;0;0;1;0;0;0;1;0;9.367456934934912
3149;1347;13902.03;2015;12;1;0;0;1;0;0;0;0;1;9.539790151620986
3150;1340;1633.21;2009;42;1;0;0;1;0;0;0;0;1;7.398302682375488
3151;1340;39200.0;2016;6;0;0;0;0;0;1;0;0;1;10.576432025778553
3152;1339;17220.17;2017;48;0;0;0;1;0;0;0;0;1;9.753836650174572
3153;1338;38775.5;2017;12;0;0;0;0;0;1;0;0;1;10.565543882868113
3154;1338;8856.3;2009;66;0;1;0;0;0;0;0;0;1;9.088884349153469
3155;1334;5556.92;2009;102;0;0;0;1;0;0;0;0;1;8.622799276919322
3156;1328;12194.5;2015;6;0;0;0;1;0;0;0;0;1;9.408740309399477
3157;1327;8875.72;2017;36;1;0;0;1;0;0;0;0;1;9.091074737813582
3158;1323;20999.47;2017;24;1;0;1;0;0;0;0;1;0;9.952252478291836
3159;1320;15290.0;2014;47;0;0;0;1;0;0;0;1;0;9.634954298923107
3160;1316;19611.11;2016;24;0;0;0;1;0;0;0;0;1;9.883851521362043
3161;1313;16674.05;2015;24;0;0;0;1;0;0;0;0;1;9.721608897646643
3162;1311;25937.45;2013;126;0;0;1;0;0;0;0;0;1;10.163443149260353
3163;1310;14800.92;2016;36;0;0;0;1;0;0;0;0;1;9.602444619982382
3164;1303;11638.0;2011;24;1;0;1;0;0;0;0;0;1;9.362030885216615
3165;1303;21648.24;2017;48;0;0;0;1;0;0;0;0;1;9.982679436823616
3166;1293;15692.17;2013;18;1;0;0;1;0;0;0;1;0;9.660917140816517
3167;1284;18901.0;2015;30;0;0;1;0;0;0;0;0;1;9.846970109700957
3168;1282;9357.7;2011;102;1;0;1;0;0;0;0;0;1;9.143954812780208
3169;1274;17983.5;2014;36;1;0;1;0;0;0;0;0;1;9.797209949815818
3170;1268;36061.0;2015;6;0;0;0;0;0;1;0;0;1;10.49296722793131
3171;1264;7766.0;2009;30;0;0;0;1;0;0;0;0;1;8.957510510291613
3172;1262;11903.08;2013;36;1;0;1;0;0;0;0;0;1;9.38455246914
3173;1257;10061.0;2009;36;0;0;1;0;0;0;0;0;1;9.21642184229205
3174;1249;17330.87;2014;24;1;0;1;0;0;0;0;0;1;9.760244583411492
3175;1243;13093.6;2015;120;0;0;0;1;0;0;0;0;1;9.479878840191674
3176;1242;35108.0;2016;6;0;0;0;0;0;1;0;0;1;10.466184303712009
3177;1236;17102.010000000002;2014;18;1;0;1;0;0;0;0;0;1;9.746951279442662
3178;1234;11647.76;2012;72;0;0;1;0;0;0;0;0;1;9.36286916582859
3179;1230;12682.0;2016;102;1;0;0;1;0;0;0;0;1;9.447938944259977
3180;1222;5575.85;2014;168;1;0;0;1;0;0;0;0;1;8.626200051074218
3181;1218;14700.46;2017;30;0;0;0;1;0;0;0;0;1;9.595634064794234
3182;1218;9676.0;2011;48;1;0;1;0;0;0;0;0;1;9.177403871729918
3183;1217;11396.5;2016;36;0;0;0;1;0;0;0;0;1;9.341061569699193
3184;1211;4673.5;2011;48;1;0;0;1;0;0;0;0;1;8.449663534622639
3185;1208;10739.23;2016;48;1;0;0;1;0;0;0;0;1;9.281658670893048
3186;1206;17546.91;2016;48;1;0;1;0;0;0;0;0;1;9.772633145016087
3187;1205;6908.0;2010;42;1;0;0;1;0;0;0;0;1;8.84043543926657
3188;1199;10364.5;2009;18;0;0;1;0;0;0;0;0;1;9.246141784439565
3189;1193;14813.44;2016;60;1;0;0;1;0;0;0;0;1;9.603290155779604
3190;1190;6099.5;2010;54;0;0;1;0;0;0;0;0;1;8.715962079588792
3191;1176;16311.57;2017;30;0;0;0;1;0;0;0;0;1;9.69962995094558
3192;1174;9380.25;2016;144;1;0;0;1;0;0;0;0;1;9.146361694097125
3193;1172;12561.15;2011;60;0;0;0;1;0;0;0;0;1;9.438363996340335
3194;1168;11320.45;2012;18;0;0;0;1;0;0;0;0;1;9.334366103617235
3195;1165;10796.0;2011;36;0;0;1;0;0;0;0;0;1;9.286930974137896
3196;1158;14763.080000000002;2013;24;1;0;0;1;0;0;0;0;1;9.599884748472192
3197;1157;5638.0;2009;30;0;0;0;1;0;0;1;0;0;8.637284671674058
3198;1149;11667.67;2016;54;1;0;1;0;0;0;0;0;1;9.364577048105653
3199;1141;16942.56;2016;18;0;0;0;1;0;0;0;0;1;9.737584078393994
3200;1128;6271.0;2016;48;1;0;1;0;0;0;0;0;1;8.74369111054302
3201;1121;34504.0;2015;6;0;0;0;0;0;1;0;0;1;10.448830538327678
3202;1115;9402.77;2013;72;1;0;1;0;0;0;0;0;1;9.148759605699285
3203;1104;8903.13;2015;60;0;0;0;1;0;0;0;0;1;9.094158179286676
3204;1093;8811.98;2012;30;1;0;0;1;0;0;0;0;1;9.083867438287339
3205;1083;6788.5;2012;36;1;0;1;0;0;0;0;0;1;8.822985283040335
3206;1082;14156.27;2017;24;1;0;1;0;0;0;0;0;1;9.557912914467979
3207;1078;12899.71;2014;60;0;0;0;1;0;0;0;0;1;9.464960109476916
3208;1066;9350.0;2010;60;1;0;1;0;0;0;0;0;1;9.143131622282732
3209;1060;7935.0;2016;66;0;1;0;0;0;0;0;1;0;8.97903863296051
3210;1060;6983.5;2009;150;1;0;0;1;0;0;0;0;1;8.851305502745825
3211;1058;16165.61;2016;24;0;0;0;1;0;0;0;0;1;9.690641425296612
3212;1055;18558.64;2016;24;1;0;0;1;0;0;0;0;1;9.828690727793315
3213;1049;9774.93;2016;30;1;0;0;1;0;0;0;0;1;9.187576223702607
3214;1048;12157.17;2015;66;1;0;1;0;0;0;0;0;1;9.40567439817111
3215;1047;5079.3;2009;84;0;0;0;1;0;0;0;0;1;8.532928735802296
3216;1046;9348.0;2010;78;0;0;1;0;0;0;0;1;0;9.142917695658749
3217;1038;8584.0;2010;54;0;0;0;1;0;0;0;0;1;9.057655284310535
3218;1033;4780.5;2009;42;0;0;0;1;0;0;0;1;0;8.472300422525501
3219;1031;6014.71;2009;54;0;0;0;1;0;0;0;1;0;8.701963414445174
3220;1027;11809.54;2014;30;1;0;0;1;0;0;0;0;1;9.376662958390499
3221;1024;4884.5;2010;48;0;0;0;1;0;0;0;0;1;8.493822205092997
3222;1017;4195.0;2011;96;1;0;0;1;0;0;0;0;1;8.341648618901306
3223;1015;8385.0;2013;90;1;0;0;1;0;0;0;0;1;9.034199674257309
3224;1013;16512.25;2016;18;0;0;0;1;0;0;0;0;1;9.71185780867055
3225;1008;3949.58;2011;60;0;1;0;0;0;0;0;1;0;8.281364523127902
3226;1006;8903.72;2017;95;1;0;1;0;0;0;0;0;1;9.094224445920048
3227;1001;17409.62;2015;30;1;0;1;0;0;0;0;0;1;9.76477820598756
3228;997;9484.77;2015;60;0;0;0;1;0;0;0;0;1;9.15744263326119
3229;991;12614.94;2014;30;1;0;0;1;0;0;0;0;1;9.442637104821278
3230;990;11385.02;2017;66;1;0;1;0;0;0;0;0;1;9.340053735193706
3231;986;8970.0;2010;72;1;0;0;1;0;0;0;0;1;9.101640955052842
3232;980;10098.24;2012;18;1;0;1;0;0;0;0;0;1;9.220116430219019
3233;978;13493.73;2017;42;0;0;0;1;0;0;0;0;1;9.509980412094349
3234;974;10162.0;2014;30;0;0;0;1;0;0;0;0;1;9.226410552153677
3235;971;9544.24;2013;54;1;0;0;1;0;0;0;0;1;9.163693110150598
3236;970;4875.0;2014;18;1;0;1;0;0;0;0;0;1;8.491875383431948
3237;970;8524.81;2012;30;1;0;0;1;0;0;0;0;1;9.05073601451332
3238;970;2652.0;2009;120;0;1;0;0;0;0;0;1;0;7.883069351305753
3239;969;13780.080000000002;2015;12;1;0;0;1;0;0;0;1;0;9.530979350066037
3240;966;5224.5;2014;48;1;1;0;0;0;0;0;0;1;8.561114378474166
3241;962;8972.66;2015;48;1;0;1;0;0;0;0;0;1;9.101937455128024
3242;959;5201.0;2009;24;0;0;0;1;0;0;0;0;1;8.556606193773073
3243;959;11635.26;2017;24;1;0;1;0;0;0;0;0;1;9.361795421855431
3244;955;25785.0;2014;6;0;0;0;0;0;1;0;0;1;10.157548206485059
3245;955;4160.5;2017;54;1;0;1;0;0;0;0;0;1;8.333390538340485
3246;949;5159.1;2012;102;1;0;0;1;0;0;0;0;1;8.548517424658263
3247;948;12223.5;2015;24;1;0;1;0;0;0;0;0;1;9.411115607428384
3248;942;14199.54;2014;30;1;0;1;0;0;0;0;0;1;9.560964848698447
3249;941;2095.0;2009;30;1;0;1;0;0;0;0;0;1;7.647308832356238
3250;941;4901.0;2010;150;1;0;0;1;0;0;0;0;1;8.497194544909547
3251;940;9142.0;2016;12;0;1;0;0;0;0;1;0;0;9.12063445889169
3252;940;8993.86;2015;102;1;0;1;0;0;0;0;0;1;9.104297401276659
3253;929;8588.0;2010;42;1;0;1;0;0;0;0;0;1;9.058121158998672
3254;928;8565.0;2010;24;0;0;0;1;0;0;0;0;1;9.05543941075822
3255;927;10980.0;2011;54;1;0;1;0;0;0;0;0;1;9.30383071506352
3256;921;12026.61;2014;30;0;0;0;1;0;0;0;0;1;9.394876973745687
3257;918;3861.0;2009;18;0;0;0;1;0;0;0;1;0;8.258681496264236
3258;913;12010.45;2017;24;1;0;1;0;0;0;0;0;1;9.393532383148113
3259;912;14606.1;2017;18;1;0;1;0;0;0;0;0;1;9.589194528658055
3260;911;3532.0;2009;60;1;0;0;1;0;0;0;0;1;8.16961956172385
3261;909;3876.5;2009;72;1;0;1;0;0;0;0;0;1;8.262687963659014
3262;909;10547.19;2012;36;1;0;1;0;0;0;0;0;1;9.263614752715661
3263;906;27106.5;2015;6;0;0;0;0;0;1;0;0;1;10.207528830506329
3264;897;25508.0;2017;6;0;0;0;0;0;1;0;0;1;10.146747407435162
3265;891;10153.18;2017;42;1;0;0;1;0;0;0;0;1;9.225542235894194
3266;887;8378.5;2015;36;0;0;0;1;0;0;0;0;1;9.033424179840779
3267;886;8118.0;2010;36;1;0;1;0;0;0;0;0;1;9.001839097398843
3268;884;9783.57;2017;48;0;0;0;1;0;0;0;0;1;9.188459727096221
3269;875;6678.21;2010;54;1;0;1;0;0;0;0;0;1;8.806605266550049
3270;875;24735.0;2014;6;0;0;0;0;0;1;0;0;1;10.115974523661809
3271;874;8381.880000000001;2017;12;0;1;0;0;0;0;0;0;1;9.033827511990268
3272;870;8759.0;2011;30;1;0;1;0;0;0;0;0;1;9.07783702216309
3273;867;13260.91;2013;42;1;0;1;0;0;0;0;0;1;9.492575888836079
3274;860;8530.29;2014;42;1;0;0;1;0;0;0;1;0;9.051378637563152
3275;858;14223.25;2015;18;0;0;0;1;0;0;0;0;1;9.5626332285795
3276;856;4678.5;2013;24;0;0;0;1;0;0;0;0;1;8.450732824715967
3277;855;10640.18;2016;36;0;0;0;1;0;0;0;0;1;9.272392680045773
3278;850;23935.0;2015;6;0;0;0;0;0;1;0;0;1;10.08309710182661
3279;849;11512.14;2016;18;1;0;0;1;0;0;0;1;0;9.351157409716329
3280;848;6253.57;2017;66;1;0;0;1;0;0;0;0;1;8.740907779657823
3281;848;7915.0;2010;48;1;0;1;0;0;0;0;0;1;8.976514972315112
3282;847;10407.45;2014;6;0;0;1;0;0;0;0;1;0;9.25027717482987
3283;845;11519.009999999998;2015;24;0;0;0;1;0;0;0;0;1;9.351753993057043
3284;844;10624.73;2013;24;1;0;0;1;0;0;0;0;1;9.270939581705028
3285;842;6164.5;2009;48;1;0;1;0;0;0;0;0;1;8.726562309308607
3286;841;5402.5;2017;48;1;0;0;1;0;0;0;0;1;8.59461708838104
3287;837;19638.0;2016;6;0;1;0;0;0;0;1;0;0;9.885221743729236
3288;834;11479.08;2017;48;0;0;0;1;0;0;0;0;1;9.348281527289403
